INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212005222,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,398,0,2021-01-24 21:46:00,2021,1,Sunday,21,,"HARLEY ST & WELLES AVE
DORCHESTER  MA 02124
UNITED",42.2883899674457,-71.0695300100617,"(42.2883899674457, -71.0695300100617)"
212018708,3005,,SICK ASSIST,A7,12,0,2021-03-24 03:09:00,2021,3,Wednesday,3,,BOARDMAN ST,42.3900112561938,-71.0117031354997,"(42.3900112561938, -71.0117031354997)"
212013968,1402,,VANDALISM,A1,105,0,2021-03-04 16:45:00,2021,3,Thursday,16,,WINTER ST,42.3554500046812,-71.0604999980487,"(42.3554500046812, -71.0604999980487)"
212040472,1106,,FRAUD - CREDIT CARD / ATM FRAUD,C11,355,0,2021-05-10 00:01:00,2021,5,Monday,0,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212005302,2905,,VAL - VIOLATION OF AUTO LAW,D4,144,0,2021-01-25 11:04:00,2021,1,Monday,11,,MASSACHUSETTS AVE,42.3430908215477,-71.0854075184887,"(42.3430908215477, -71.0854075184887)"
212028520,801,,ASSAULT - SIMPLE,D4,167,0,2021-05-02 21:33:00,2021,5,Sunday,21,,HARRISON AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
212015596,3114,,INVESTIGATE PROPERTY,D14,810,0,2021-03-11 15:08:00,2021,3,Thursday,15,,HOLTON ST,42.360070066551,-71.1362088591494,"(42.360070066551, -71.1362088591494)"
212022845,1402,,VANDALISM,A7,28,0,2021-04-08 18:00:00,2021,4,Thursday,18,,PARIS ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212006080,3201,,PROPERTY - LOST/ MISSING,C6,200,0,2021-01-28 13:15:00,2021,1,Thursday,13,,W BROADWAY,42.343025775084,-71.057280849827,"(42.343025775084, -71.057280849827)"
212003775,801,,ASSAULT - SIMPLE,A1,117,0,2021-01-18 07:54:00,2021,1,Monday,7,,WASHINGTON ST,42.3517428213977,-71.0627594004013,"(42.3517428213977, -71.0627594004013)"
212013118,3502,,MISSING PERSON - LOCATED,D4,165,0,2021-02-25 12:30:00,2021,2,Thursday,12,,HARRISON AVE,42.3432979459581,-71.0645809642492,"(42.3432979459581, -71.0645809642492)"
212006535,3114,,INVESTIGATE PROPERTY,A7,824,0,2021-01-30 20:00:00,2021,1,Saturday,20,,PRINCETON ST,42.3784607849927,-71.033456619576,"(42.3784607849927, -71.033456619576)"
212036599,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-06-02 15:42:00,2021,6,Wednesday,15,,"JULIAN ST & JUDSON ST
DORCHESTER  MA 02125
UNITED ",0.0,0.0,"(0, 0)"
212020873,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,113,0,2021-04-01 16:52:00,2021,4,Thursday,16,,CHAUNCY ST,42.3528511804031,-71.0609641149017,"(42.3528511804031, -71.0609641149017)"
212037560,1402,,VANDALISM,B3,466,0,2021-06-06 00:59:00,2021,6,Sunday,0,,GOODALE RD,42.2836283027881,-71.0934955275648,"(42.2836283027881, -71.0934955275648)"
212001148,3112,,LANDLORD - TENANT,E18,493,0,2021-01-06 09:59:00,2021,1,Wednesday,9,,FRAZER ST,42.2627350450819,-71.1107828657762,"(42.2627350450819, -71.1107828657762)"
212008760,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,429,0,2021-02-09 20:32:00,2021,2,Tuesday,20,,DUMAS ST,42.2845087426983,-71.0858058814643,"(42.2845087426983, -71.0858058814643)"
212008493,1402,,VANDALISM,B3,908,0,2021-02-08 14:49:00,2021,2,Monday,14,,SHANDON RD,42.2961158263547,-71.0912195823424,"(42.2961158263547, -71.0912195823424)"
212020415,3005,,SICK ASSIST,A1,111,0,2021-03-30 22:26:00,2021,3,Tuesday,22,,BOYLSTON ST,42.3523118967664,-71.0637051009578,"(42.3523118967664, -71.0637051009578)"
212009884,3201,,PROPERTY - LOST/ MISSING,B2,309,0,2021-02-14 16:09:00,2021,2,Sunday,16,,"DALE ST & SHERMAN ST
ROXBURY  MA 02119
UNITED STAT",42.3206440136002,-71.0828039684954,"(42.3206440136002, -71.0828039684954)"
212031748,1402,,VANDALISM,E5,691,0,2021-05-15 13:29:00,2021,5,Saturday,13,,CENTRE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212031546,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6, ,0,2021-05-14 16:48:00,2021,5,Friday,16,,,42.331897957787,-71.0690820419121,"(42.331897957787, -71.0690820419121)"
212029595,1402,,VANDALISM,E18,503,0,2021-05-07 01:17:00,2021,5,Friday,1,,AMERICAN LEGION HWY,42.2874765096231,-71.1069549566354,"(42.2874765096231, -71.1069549566354)"
212010849,540,,BURGLARY - COMMERICAL,E13,946,0,2021-02-18 23:14:00,2021,2,Thursday,23,,SAINT ROSE ST,42.3046013331482,-71.1155213888917,"(42.3046013331482, -71.1155213888917)"
212042938,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,627,0,2021-06-24 19:10:00,2021,6,Thursday,19,,BOYLSTON ST,42.3441262779061,-71.0994277699999,"(42.3441262779061, -71.0994277699999)"
212017840,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,284,0,2021-03-20 17:13:00,2021,3,Saturday,17,,COLUMBUS AVE,42.3375685005012,-71.0859405002323,"(42.3375685005012, -71.0859405002323)"
212036167,1402,,VANDALISM,,360,0,2021-06-01 02:50:00,2021,6,Tuesday,2,,BOURNESIDE ST,42.2961818353355,-71.0625464417012,"(42.2961818353355, -71.0625464417012)"
212005373,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,329,0,2021-01-25 16:18:00,2021,1,Monday,16,,BLUE HILL AVE,42.3093843741193,-71.0826227718332,"(42.3093843741193, -71.0826227718332)"
212024364,2907,,VAL - OPERATING AFTER REV/SUSP.,C11,361,0,2021-04-15 14:18:00,2021,4,Thursday,14,,"MELVILLE AVE & WALDECK ST
DORCHESTER  MA 02124
UNI",42.2946679939317,-71.0667370275941,"(42.2946679939317, -71.0667370275941)"
212003269,3502,,MISSING PERSON - LOCATED,C11,355,0,2021-01-15 15:48:00,2021,1,Friday,15,,GREENWICH ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212027822,616,,LARCENY THEFT OF BICYCLE,C11,242,0,2021-04-29 20:40:00,2021,4,Thursday,20,,STOUGHTON TER,42.3158535751959,-71.0617624094332,"(42.3158535751959, -71.0617624094332)"
212043291,3115,,INVESTIGATE PERSON,D4,623,0,2021-06-26 01:59:00,2021,6,Saturday,1,,COMMONWEALTH AVE,42.3487757491561,-71.0960680465352,"(42.3487757491561, -71.0960680465352)"
212004828,1832,,SICK ASSIST - DRUG RELATED ILLNESS,E5,612,0,2021-01-23 01:03:00,2021,1,Saturday,1,,MARGARETTA DR,42.3353844395738,-71.1067796487276,"(42.3353844395738, -71.1067796487276)"
212039100,3301,,VERBAL DISPUTE,C11,823,0,2021-06-11 13:58:00,2021,6,Friday,13,,SAWYER AVE,42.3128986809593,-71.0596398981941,"(42.3128986809593, -71.0596398981941)"
212014000,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,175,0,2021-03-04 12:00:00,2021,3,Thursday,12,,SOUTHAMPTON ST,42.3321084294949,-71.0701439481355,"(42.3321084294949, -71.0701439481355)"
212028244,3301,,VERBAL DISPUTE,A1,92,0,2021-05-01 00:00:00,2021,5,Saturday,0,,COURT ST,42.3589227875108,-71.0583535444055,"(42.3589227875108, -71.0583535444055)"
212012160,3005,,SICK ASSIST,A1,61,0,2021-02-24 00:00:00,2021,2,Wednesday,0,,LOVEJOY WHRF,42.367239642877,-71.0599210923317,"(42.367239642877, -71.0599210923317)"
212034156,617,,LARCENY THEFT FROM BUILDING,C6,915,0,2021-05-19 04:10:00,2021,5,Wednesday,4,,MERCER ST,42.3308388787279,-71.0497528079456,"(42.3308388787279, -71.0497528079456)"
212030466,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,355,0,2021-05-07 14:00:00,2021,5,Friday,14,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212021697,3115,,INVESTIGATE PERSON,B3,466,0,2021-04-05 08:31:00,2021,4,Monday,8,,COURTLAND RD,42.2863008316921,-71.0944700287525,"(42.2863008316921, -71.0944700287525)"
212000609,3801,,M/V ACCIDENT - OTHER,B3,458,0,2021-01-03 19:03:00,2021,1,Sunday,19,,"GLENWAY ST & OLD RD
DORCHESTER  MA 02121
UNITED ST",42.3017099934075,-71.0851849989206,"(42.3017099934075, -71.0851849989206)"
212033226,3301,,VERBAL DISPUTE,E18,520,0,2021-05-20 19:30:00,2021,5,Thursday,19,,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212022250,3410,,TOWED MOTOR VEHICLE,C11,372,0,2021-04-07 09:36:00,2021,4,Wednesday,9,,WALNUT ST,42.2902582145772,-71.0397862420956,"(42.2902582145772, -71.0397862420956)"
212011854,2616,,POSSESSION OF BURGLARIOUS TOOLS,E13,912,0,2021-02-23 16:54:00,2021,2,Tuesday,16,,PARKER ST,42.3246944257683,-71.100879016654,"(42.3246944257683, -71.100879016654)"
212033375,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-05-21 12:50:00,2021,5,Friday,12,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212003351,3007,,SUDDEN DEATH,B2,307,0,2021-01-15 19:47:00,2021,1,Friday,19,,WESTMINSTER CT,42.3163687256895,-71.0939654436677,"(42.3163687256895, -71.0939654436677)"
212029619,3803,,M/V ACCIDENT - PERSONAL INJURY,C6,191,0,2021-05-07 07:50:00,2021,5,Friday,7,,,42.3294989791204,-71.0570130558104,"(42.3294989791204, -71.0570130558104)"
212020486,3410,,TOWED MOTOR VEHICLE,C11,247,0,2021-03-31 09:45:00,2021,3,Wednesday,9,,"SAVIN HILL AVE & TREADWAY RD
DORCHESTER  MA 02125
",42.3128669680242,-71.0580429533095,"(42.3128669680242, -71.0580429533095)"
212027237,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,465,0,2021-04-27 15:24:00,2021,4,Tuesday,15,,"BAIRD ST & BLUE HILL AVE
DORCHESTER  MA 02124
UNIT",42.2855570107829,-71.0911250110455,"(42.2855570107829, -71.0911250110455)"
212040695,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),C11,257,0,2021-06-17 07:45:00,2021,6,Thursday,7,,ROWELL ST,42.3133394930712,-71.0642496986063,"(42.3133394930712, -71.0642496986063)"
212008328,3410,,TOWED MOTOR VEHICLE,C6,233,0,2021-02-07 18:43:00,2021,2,Sunday,18,,COLUMBIA RD,42.3305105700113,-71.0424443300127,"(42.3305105700113, -71.0424443300127)"
212003948,3410,,TOWED MOTOR VEHICLE,E18, ,0,2021-01-18 22:03:00,2021,1,Monday,22,,WASHINGTON ST,42.2709644036811,-71.1462512051136,"(42.2709644036811, -71.1462512051136)"
212010963,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,2021-02-19 15:33:00,2021,2,Friday,15,,"SAINT GEORGE ST & E NEWTON ST
BOSTON  MA 02118
UNI",42.3380729897995,-71.0726519408978,"(42.3380729897995, -71.0726519408978)"
212014130,3005,,SICK ASSIST,D14,784,0,2021-03-05 11:08:00,2021,3,Friday,11,,WARREN ST,42.3494644364639,-71.1427044905568,"(42.3494644364639, -71.1427044905568)"
212030845,3005,,SICK ASSIST,E13,509,0,2021-05-11 19:28:00,2021,5,Tuesday,19,,WACHUSETT ST,42.2969005346415,-71.1125951829018,"(42.2969005346415, -71.1125951829018)"
212006759,2662,,BALLISTICS EVIDENCE/FOUND,C11,393,1,2021-02-01 00:45:00,2021,2,Monday,0,,DRACUT ST,42.2874183787574,-71.0619077989678,"(42.2874183787574, -71.0619077989678)"
212009380,613,,LARCENY SHOPLIFTING,D4,141,0,2021-02-12 15:09:00,2021,2,Friday,15,,NEWBURY ST,42.3484057624732,-71.0868833874023,"(42.3484057624732, -71.0868833874023)"
212006328,1402,,VANDALISM,B3,465,0,2021-01-16 00:00:00,2021,1,Saturday,0,,NORWELL ST,0.0,0.0,"(0, 0)"
212024457,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,0,2021-04-15 21:45:00,2021,4,Thursday,21,,"40 NEW SUDBURY ST
BOSTON  MA 02114
UNITED STATES",42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212012948,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,E13,576,0,2021-02-28 08:30:00,2021,2,Sunday,8,,AMORY ST,42.3140286665547,-71.1050076689063,"(42.3140286665547, -71.1050076689063)"
212024301,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B3,465,0,2021-04-14 16:00:00,2021,4,Wednesday,16,,LAURIAT ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212039923,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,520,0,2021-06-11 15:00:00,2021,6,Friday,15,,HYDE PARK AVE,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
212036601,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,294,0,2021-05-29 21:00:00,2021,5,Saturday,21,,AKRON ST,0.0,0.0,"(0, 0)"
212031754,3116,,HARBOR INCIDENT / VIOLATION,A1,82,0,2021-05-15 12:15:00,2021,5,Saturday,12,,COMMERCIAL ST,42.36727100269,-71.0527280724575,"(42.36727100269, -71.0527280724575)"
212043477,3005,,SICK ASSIST,A1, ,0,2021-06-26 17:45:00,2021,6,Saturday,17,,"WASHINGTON ST & AVERY ST
BOSTON  MA 02111
UNITED S",42.3532300123341,-71.0625400048952,"(42.3532300123341, -71.0625400048952)"
212025188,3201,,PROPERTY - LOST/ MISSING,C11,254,0,2021-04-19 09:10:00,2021,4,Monday,9,,SAVIN HILL AVE,42.3117770952504,-71.0540208980671,"(42.3117770952504, -71.0540208980671)"
212001481,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,26,0,2021-01-07 16:57:00,2021,1,Thursday,16,,BORDER ST,42.3822915451446,-71.0403642428448,"(42.3822915451446, -71.0403642428448)"
212019700,1402,,VANDALISM,B2,587,0,2021-03-27 19:42:00,2021,3,Saturday,19,,PONTIAC ST,42.3320437966175,-71.1010137620892,"(42.3320437966175, -71.1010137620892)"
212006000,3502,,MISSING PERSON - LOCATED,B3,414,0,2021-01-27 20:15:00,2021,1,Wednesday,20,,CLANCY RD,42.2775839356311,-71.070991585451,"(42.2775839356311, -71.070991585451)"
212023992,1402,,VANDALISM,A1,69,0,2021-04-14 08:30:00,2021,4,Wednesday,8,,CHARLES ST,42.3582747134301,-71.0705786705045,"(42.3582747134301, -71.0705786705045)"
212020037,616,,LARCENY THEFT OF BICYCLE,D14,793,0,2021-03-23 04:50:00,2021,3,Tuesday,4,,BRAINERD RD,42.3465410484032,-71.1351459477911,"(42.3465410484032, -71.1351459477911)"
212023378,616,,LARCENY THEFT OF BICYCLE,A1,65,0,2021-04-11 14:30:00,2021,4,Sunday,14,,CAMBRIDGE ST,42.3612724907343,-71.0640826942899,"(42.3612724907343, -71.0640826942899)"
212022113,520,,BURGLARY - RESIDENTIAL,D4,135,0,2021-04-06 18:41:00,2021,4,Tuesday,18,,MARLBOROUGH ST,42.3519681328858,-71.0820094346338,"(42.3519681328858, -71.0820094346338)"
212028013,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6,186,0,2021-04-30 17:00:00,2021,4,Friday,17,,ALLSTATE RD,42.3269664713639,-71.0619860658484,"(42.3269664713639, -71.0619860658484)"
212028433,3115,,INVESTIGATE PERSON,E18,951,0,2021-05-02 14:30:00,2021,5,Sunday,14,,RIVER ST,42.2636174451712,-71.1023738694173,"(42.2636174451712, -71.1023738694173)"
212041692,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-06-20 18:16:00,2021,6,Sunday,18,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212005647,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11,339,0,2021-01-26 19:30:00,2021,1,Tuesday,19,,EAST ST,42.3076111022294,-71.0597056054912,"(42.3076111022294, -71.0597056054912)"
212041662,1402,,VANDALISM,E13,574,0,2021-06-20 15:00:00,2021,6,Sunday,15,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212006753,3115,,INVESTIGATE PERSON,B2,605,0,2021-01-31 00:00:00,2021,1,Sunday,0,,FRAWLEY ST,42.3327960701124,-71.1079332741814,"(42.3327960701124, -71.1079332741814)"
212019162,423,,ASSAULT - AGGRAVATED,D4,171,0,2021-03-25 18:43:00,2021,3,Thursday,18,,ALBANY ST,42.3342884065942,-71.072395175438,"(42.3342884065942, -71.072395175438)"
212010184,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,2021-02-15 15:00:00,2021,2,Monday,15,,MAVERICK ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
212001920,724,,AUTO THEFT,D14,778,0,2021-01-08 18:00:00,2021,1,Friday,18,,UNION ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212041064,3115,,INVESTIGATE PERSON,B3, ,0,2021-06-18 12:36:00,2021,6,Friday,12,,NORFOLK ST,42.2882803801797,-71.0765268825944,"(42.2882803801797, -71.0765268825944)"
212019169,3007,,SUDDEN DEATH,B2,309,0,2021-03-25 20:16:00,2021,3,Thursday,20,,MARTIN LUTHER KING JR BLVD,42.3186013359981,-71.0840579224141,"(42.3186013359981, -71.0840579224141)"
212020082,3114,,INVESTIGATE PROPERTY,C11,387,0,2021-03-29 15:01:00,2021,3,Monday,15,,BEARSE AVE,42.2712972230207,-71.0632399109166,"(42.2712972230207, -71.0632399109166)"
212025023,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-04-17 21:00:00,2021,4,Saturday,21,,"STANWOOD ST & NORMANDY ST
DORCHESTER  MA 02121
UNI",42.3092569914117,-71.0802669493477,"(42.3092569914117, -71.0802669493477)"
212042276,3115,,INVESTIGATE PERSON,A7,32,0,2021-06-22 15:01:00,2021,6,Tuesday,15,,PORTER ST,42.3703723793805,-71.0314480243285,"(42.3703723793805, -71.0314480243285)"
212005276,1108,,FRAUD - WELFARE,D4,285,0,2021-01-21 00:00:00,2021,1,Thursday,0,,GREENWICH ST,42.3355171939351,-71.0834797584246,"(42.3355171939351, -71.0834797584246)"
212037872,3115,,INVESTIGATE PERSON,E13,946,0,2021-06-07 00:46:00,2021,6,Monday,0,,METCALF CT,42.3053676165436,-71.1157150004018,"(42.3053676165436, -71.1157150004018)"
212019537,3301,,VERBAL DISPUTE,B2,603,0,2021-03-27 08:48:00,2021,3,Saturday,8,,PONTIAC ST,42.330656126235,-71.1020234820079,"(42.330656126235, -71.1020234820079)"
212023185,3005,,SICK ASSIST,C11,365,0,2021-04-11 00:19:00,2021,4,Sunday,0,,LONSDALE ST,42.291115327588,-71.0584362873045,"(42.291115327588, -71.0584362873045)"
212030833,617,,LARCENY THEFT FROM BUILDING,,355,0,2021-05-11 19:00:00,2021,5,Tuesday,19,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212016688,3005,,SICK ASSIST,B2,265,0,2021-03-15 22:15:00,2021,3,Monday,22,,PERRIN ST,42.3218853980523,-71.0790627868509,"(42.3218853980523, -71.0790627868509)"
212032601,619,,LARCENY ALL OTHERS,E13, ,0,2021-05-18 17:14:00,2021,5,Tuesday,17,,WASHINGTON ST,42.3051688780942,-71.108776886063,"(42.3051688780942, -71.108776886063)"
212040309,3501,,MISSING PERSON,E13,574,0,2021-06-15 18:05:00,2021,6,Tuesday,18,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212012673,3005,,SICK ASSIST,A1,65,0,2021-02-26 22:38:00,2021,2,Friday,22,,BLOSSOM ST,42.3616972024125,-71.0668587787929,"(42.3616972024125, -71.0668587787929)"
212033501,616,,LARCENY THEFT OF BICYCLE,D4,144,0,2021-05-21 19:47:00,2021,5,Friday,19,,DALTON ST,42.3457782028852,-71.0842959466965,"(42.3457782028852, -71.0842959466965)"
212028003,619,,LARCENY ALL OTHERS,A7,28,0,2021-04-28 10:30:00,2021,4,Wednesday,10,,HAVRE ST,42.3731234918577,-71.0380158300709,"(42.3731234918577, -71.0380158300709)"
212011628,3115,,INVESTIGATE PERSON,C6,200,0,2021-02-22 16:00:00,2021,2,Monday,16,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212030238,3201,,PROPERTY - LOST/ MISSING,B2,317,0,2021-05-09 14:47:00,2021,5,Sunday,14,,RUTHVEN ST,42.3120204688974,-71.0885163224598,"(42.3120204688974, -71.0885163224598)"
212028688,1402,,VANDALISM,C11,242,0,2021-05-03 14:36:00,2021,5,Monday,14,,SUMNER ST,42.3165383294266,-71.0624966225556,"(42.3165383294266, -71.0624966225556)"
212025274,3114,,INVESTIGATE PROPERTY,D14,796,0,2021-04-19 17:17:00,2021,4,Monday,17,,SAINT LUKES RD,42.3515342142136,-71.1271074444696,"(42.3515342142136, -71.1271074444696)"
212018560,613,,LARCENY SHOPLIFTING,D4,270,0,2021-03-23 13:49:00,2021,3,Tuesday,13,,HARRISON AVE,42.3340182895851,-71.0763812393086,"(42.3340182895851, -71.0763812393086)"
212019555,2907,,VAL - OPERATING AFTER REV/SUSP.,B2,329,0,2021-03-27 10:26:00,2021,3,Saturday,10,,DEVON ST,42.3092779037444,-71.0786879089706,"(42.3092779037444, -71.0786879089706)"
212042088,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,36,0,2021-06-22 00:20:00,2021,6,Tuesday,0,,"LOVELL ST & NEPTUNE RD
EAST BOSTON  MA 02128
UNITE",42.3788479871089,-71.0236600293083,"(42.3788479871089, -71.0236600293083)"
212039014,724,,AUTO THEFT,E13,574,0,2021-06-10 04:00:00,2021,6,Thursday,4,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212013312,3006,,SICK/INJURED/MEDICAL - PERSON,,730,0,2021-03-01 17:30:00,2021,3,Monday,17,,VFW PKWY,42.2802081943532,-71.1708795937842,"(42.2802081943532, -71.1708795937842)"
212009925,3006,,SICK/INJURED/MEDICAL - PERSON,B3,450,0,2021-02-14 23:46:00,2021,2,Sunday,23,,WHITFIELD ST,42.2927604440234,-71.0748660340706,"(42.2927604440234, -71.0748660340706)"
212039763,3501,,MISSING PERSON,C11,393,0,2021-06-14 02:33:00,2021,6,Monday,2,,WRENTHAM ST,42.2879063445545,-71.0619981766566,"(42.2879063445545, -71.0619981766566)"
212013973,1109,,FRAUD - WIRE,D14,778,0,2021-03-02 12:00:00,2021,3,Tuesday,12,,COMMONWEALTH AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212019364,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,A1, ,0,2021-03-26 17:11:00,2021,3,Friday,17,,PING ON ST,42.3520573998094,-71.0600724073935,"(42.3520573998094, -71.0600724073935)"
212028301,423,,ASSAULT - AGGRAVATED,B3,430,0,2021-05-01 20:17:00,2021,5,Saturday,20,,LIVINGSTONE ST,42.2850702786386,-71.0895640855677,"(42.2850702786386, -71.0895640855677)"
212005717,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,2021-01-27 04:44:00,2021,1,Wednesday,4,,"SURFACE RD & BEACH ST
BOSTON  MA 02111
UNITED STAT",42.3511109964985,-71.0593569392552,"(42.3511109964985, -71.0593569392552)"
212026672,3005,,SICK ASSIST,C6,194,0,2021-04-25 12:05:00,2021,4,Sunday,12,,LEEDS ST,42.3305237757712,-71.0562432978962,"(42.3305237757712, -71.0562432978962)"
212011680,3006,,SICK/INJURED/MEDICAL - PERSON,C11,356,0,2021-02-22 20:25:00,2021,2,Monday,20,,GENEVA AVE,42.2984886615439,-71.0631329417796,"(42.2984886615439, -71.0631329417796)"
212031530,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,329,0,2021-05-14 16:17:00,2021,5,Friday,16,,DEVON ST,42.3081261875111,-71.0769297388837,"(42.3081261875111, -71.0769297388837)"
212029091,3803,,M/V ACCIDENT - PERSONAL INJURY,E5,691,0,2021-05-05 09:31:00,2021,5,Wednesday,9,,CENTRE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212008157,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2,282,0,2021-02-06 23:03:00,2021,2,Saturday,23,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212034499,1102,,FRAUD - FALSE PRETENSE / SCHEME,B2,355,0,2021-05-25 15:30:00,2021,5,Tuesday,15,,GIBSON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212024262,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,169,0,2021-04-15 04:29:00,2021,4,Thursday,4,,E NEWTON ST,42.336711295865,-71.0710205717708,"(42.336711295865, -71.0710205717708)"
212002539,613,,LARCENY SHOPLIFTING,D4,134,0,2021-01-12 13:30:00,2021,1,Tuesday,13,,BOYLSTON ST,42.3509590879459,-71.0741278007508,"(42.3509590879459, -71.0741278007508)"
212022545,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,311,0,2021-04-08 13:58:00,2021,4,Thursday,13,,WOODBINE ST,42.318979194441,-71.079646533666,"(42.318979194441, -71.079646533666)"
212023952,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,2021-04-13 22:51:00,2021,4,Tuesday,22,,HANCOCK ST,42.3092330002132,-71.0595359994509,"(42.3092330002132, -71.0595359994509)"
212024498,1402,,VANDALISM,E13,307,0,2021-04-15 18:00:00,2021,4,Thursday,18,,WALNUT PARK,42.3145147893852,-71.0947082029948,"(42.3145147893852, -71.0947082029948)"
212031087,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,,33,0,2021-05-12 19:35:00,2021,5,Wednesday,19,,COTTAGE ST,42.3674260454063,-71.0354726636151,"(42.3674260454063, -71.0354726636151)"
212006837,3803,,M/V ACCIDENT - PERSONAL INJURY,C11,355,0,2021-02-01 12:08:00,2021,2,Monday,12,,"DORCHESTER AVE & MELVILLE AVE
DORCHESTER  MA 02124",42.2961079904623,-71.0613650468685,"(42.2961079904623, -71.0613650468685)"
212029836,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,200,0,2021-05-07 07:30:00,2021,5,Friday,7,,W BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
